area,city,country,gps_lat,gps_long,lat,long,state,state_flag
Saguenay/Lac-Saint-Jean,Alma,CA,48.99,-71.57,48.550090000000004,-71.6491,Quebec,None
Hardin County,Rosiclare,US,37.53,-88.41,37.42366,-88.34615,Illinois,Illinois
Ocean County,North Beach Haven,US,37.2,-71.26,39.57317000000001,-74.23153,New Jersey,New Jersey
Monterey County,Carmel-by-the-Sea,US,35.78,-122.49,36.55524000000001,-121.92329,California,California
,Greater Sudbury,CA,45.89,-80.93,46.49,-80.99001,Ontario,None
,Portage la Prairie,CA,50.43,-98.44,49.97282,-98.29263,Manitoba,None
Boone County,Harrison,US,36.36,-93.13,36.22979,-93.10768,Arkansas,Arkansas
Parry Sound District,Parry Sound,CA,45.79,-80.17,45.34732,-80.03527,Ontario,None
Monterey County,Carmel-by-the-Sea,US,36.09,-122.14,36.55524000000001,-121.92329,California,California
Dare County,Buxton,US,33.36,-71.98,35.26768,-75.54236999999998,North Carolina,North Carolina
Essex County,Swampscott,US,42.49,-70.92,42.470929999999996,-70.91755,Massachusetts,Massachusetts
Siskiyou County,Weed,US,41.27,-122.54,41.42265,-122.38613000000001,California,California
Decatur County,Lamoni,US,40.78,-93.97,40.62278,-93.93412,Iowa,Iowa
Los Angeles County,Avalon,US,26.97,-123.07,33.34281,-118.32785,California,California
Washington County,Akron,US,40.01,-102.99,40.16054000000001,-103.21438,Colorado,Colorado
Rainy River District,Atikokan,CA,49.45,-91.83,48.75667,-91.62409,Ontario,None
Dutchess County,Dover Plains,US,41.71,-73.62,41.741209999999995,-73.57652,New York,New York
Santa Barbara County,Lompoc,US,32.46,-123.07,34.63915,-120.45794,California,California
Smith County,Lindale,US,32.55,-95.42,32.5157,-95.4094,Texas,Texas
Sonoma County,Bodega Bay,US,37.48,-123.87,38.33325,-123.04806,California,California
,Marsh Harbour,BS,26.89,-75.32,26.541240000000002,-77.0636,Central Abaco,None
Schoolcraft County,Manistique,US,45.53,-86.42,45.95775,-86.24625,Michigan,Michigan
,Yarmouth,CA,42.07,-67.09,43.83345,-66.11556999999999,Nova Scotia,None
Ensenada,Luis Rodriguez (El Vergel),MX,27.63,-119.66,30.407220000000002,-115.88722,Baja California,None
Richland County,Mansfield,US,40.72,-82.51,40.75839000000001,-82.51545,Ohio,Ohio
,Hamilton,BM,32.41,-68.9,32.2949,-64.78303000000001,Hamilton city,None
,Cooper's Town,BS,27.03,-77.09,26.86667000000001,-77.51666999999998,North Abaco,None
Penobscot County,Greenbush,US,45.08,-68.66,45.08034,-68.65086,Maine,Maine
Sainte Genevieve County,Sainte Genevieve,US,38.07,-90.0,37.98144,-90.04178,Missouri,Missouri
Ensenada,Luis Rodriguez (El Vergel),MX,26.67,-122.51,30.407220000000002,-115.88722,Baja California,None
Pottawattamie County,Oakland,US,41.23,-95.28,41.30916,-95.39667,Iowa,Iowa
Fannin County,Honey Grove,US,33.68,-95.94,33.58344,-95.90997,Texas,Texas
Apache County,Houck,US,35.45,-109.21,35.28308,-109.20703999999999,Arizona,Arizona
Tooele County,Tooele,US,40.32,-112.35,40.53078,-112.29828,Utah,Utah
Ascension,Guadalupe Victoria,MX,31.68,-108.23,31.533959999999997,-107.73835,Chihuahua,None
Frio County,Dilley,US,28.7,-99.26,28.667479999999998,-99.17059,Texas,Texas
Galveston County,Galveston,US,26.37,-93.24,29.30135,-94.7977,Texas,Texas
Graham County,Hill City,US,39.37,-99.87,39.36473,-99.84206,Kansas,Kansas
Cedar County,El Dorado Springs,US,37.9,-94.12,37.876979999999996,-94.02133,Missouri,Missouri
Cooke County,Lake Kiowa,US,33.5,-97.07,33.57705,-97.01306,Texas,Texas
Algoma,Hornepayne,CA,48.02,-84.61,49.21451,-84.77617,Ontario,None
Dare County,Buxton,US,31.01,-72.61,35.26768,-75.54236999999998,North Carolina,North Carolina
,Swift Current,CA,50.8,-108.12,50.28337,-107.80135,Saskatchewan,None
White Pine County,Ely,US,39.06,-115.34,39.24744000000001,-114.88863,Nevada,Nevada
Huntington County,Huntington,US,40.9,-85.5,40.8831,-85.49748000000002,Indiana,Indiana
Charleston County,Isle of Palms,US,31.13,-77.85,32.786840000000005,-79.7948,South Carolina,South Carolina
,Brandon,CA,49.79,-99.79,49.846920000000004,-99.95306,Manitoba,None
,Virden,CA,49.86,-101.11,49.8508,-100.93262,Manitoba,None
Hamilton County,Syracuse,US,38.0,-102.06,37.98057,-101.75267,Kansas,Kansas
Monroe County,Tavernier,US,24.86,-80.38,25.01152,-80.51505999999998,Florida,Florida
,Greenstone,CA,50.79,-88.17,49.73343,-87.16668,Ontario,None
,Cockburn Town,BS,24.97,-73.56,24.05179,-74.53138,San Salvador,None
Hinds County,Lynchburg,US,32.52,-90.65,32.44014,-90.54899,Mississippi,Mississippi
Kershaw County,Lugoff,US,34.26,-80.71,34.22737,-80.68925,South Carolina,South Carolina
Grant County,Carson,US,46.62,-101.5,46.41778,-101.56487,North Dakota,North Dakota
Nelson County,Lakota,US,47.79,-98.1,48.04278,-98.33621,North Dakota,North Dakota
Mason County,New Haven,US,39.07,-81.96,38.986470000000004,-81.97346999999998,West Virginia,West Virginia
Columbia County,Magnolia,US,33.13,-93.26,33.267070000000004,-93.23933000000001,Arkansas,Arkansas
Lake County,Perry,US,41.87,-81.15,41.760329999999996,-81.14093000000003,Ohio,Ohio
Baker County,Baker City,US,44.72,-117.31,44.77487,-117.83438000000001,Oregon,Oregon
Custer County,Challis,US,44.7,-114.64,44.50464,-114.23173,Idaho,Idaho
Livingston Parish,Livingston,US,30.59,-90.74,30.502129999999998,-90.74786999999999,Louisiana,Louisiana
Grant County,Carson,US,46.53,-101.58,46.41778,-101.56487,North Dakota,North Dakota
Saint Louis County,Parkville,US,47.99,-92.51,47.531040000000004,-92.57907,Minnesota,Minnesota
,Cockburn Town,TC,25.52,-68.53,21.46122,-71.14188,,None
Suffolk County,Westhampton Beach,US,38.96,-72.05,40.80316,-72.61454,New York,New York
Nantucket County,Nantucket,US,37.73,-70.37,41.28346,-70.09946,Massachusetts,Massachusetts
Lake County,Ronan,US,47.37,-114.19,47.52882,-114.1015,Montana,Montana
Tyrrell County,Columbia,US,35.99,-76.09,35.91766,-76.25215,North Carolina,North Carolina
Hardin County,Ackley,US,42.73,-93.02,42.55415,-93.05326,Iowa,Iowa
Bas-Saint-Laurent,Matane,CA,48.89,-67.27,48.82857,-67.52197,Quebec,None
Towner County,Cando,US,48.73,-99.1,48.486670000000004,-99.20985999999999,North Dakota,North Dakota
Greer County,Granite,US,35.1,-99.35,34.96228,-99.38064,Oklahoma,Oklahoma
Reagan County,Big Lake,US,31.01,-101.32,31.191540000000003,-101.46039,Texas,Texas
Merced County,Atwater,US,37.17,-120.64,37.34772,-120.60908,California,California
Lincoln County,Tomahawk,US,45.37,-90.04,45.47108,-89.72986,Wisconsin,Wisconsin
,Shelburne,CA,44.27,-80.55,44.0787,-80.20408,Ontario,None
Big Horn County,Lovell,US,44.64,-108.47,44.83745,-108.38956,Wyoming,Wyoming
Santa Barbara County,Lompoc,US,32.31,-123.58,34.63915,-120.45794,California,California
,Hamilton,BM,33.96,-66.26,32.2949,-64.78303000000001,Hamilton city,None
,Invermere,CA,50.51,-116.01,50.516659999999995,-116.03538,British Columbia,None
Elota,Pueblo Nuevo,MX,24.03,-107.03,23.99111,-106.95638999999998,Sinaloa,None
Sedgwick County,Wichita,US,37.64,-97.35,37.69224000000001,-97.33754,Kansas,Kansas
Shoshone County,Kellogg,US,47.86,-116.1,47.53826,-116.11933,Idaho,Idaho
Nantucket County,Nantucket,US,38.25,-70.54,41.28346,-70.09946,Massachusetts,Massachusetts
Palo Pinto County,Mineral Wells,US,32.91,-97.94,32.80846,-98.11282,Texas,Texas
Rio Arriba County,Chama,US,36.84,-106.45,36.90307,-106.57948,New Mexico,New Mexico
Navajo County,Joseph City,US,35.07,-110.28,34.955859999999994,-110.33401,Arizona,Arizona
,Abraham's Bay,BS,24.7,-72.1,22.36667000000001,-72.96667,Mayaguana,None
Cochise County,Mescal,US,32.28,-110.39,31.99008,-110.43535,Arizona,Arizona
Jefferson Parish,Grand Isle,US,26.33,-87.89,29.236620000000002,-89.98729,Louisiana,Louisiana
Bond County,Greenville,US,38.91,-89.53,38.89227,-89.41314,Illinois,Illinois
Jefferson Parish,Grand Isle,US,28.44,-90.19,29.236620000000002,-89.98729,Louisiana,Louisiana
Wilbarger County,Vernon,US,34.28,-99.17,34.155359999999995,-99.26628000000001,Texas,Texas
,Hamilton,BM,35.61,-68.8,32.2949,-64.78303000000001,Hamilton city,None
Assumption Parish,Pierre Part,US,29.97,-91.21,29.9652,-91.20316,Louisiana,Louisiana
Fergus County,Lewistown,US,47.75,-109.12,47.06247000000001,-109.42823999999999,Montana,Montana
New Hanover County,Kure Beach,US,33.32,-77.25,33.99684,-77.90720999999998,North Carolina,North Carolina
Plaquemines Parish,Port Sulphur,US,28.28,-88.46,29.480490000000003,-89.69395,Louisiana,Louisiana
Clinton County,Frankfort,US,40.37,-86.48,40.27948,-86.51084,Indiana,Indiana
,Omemee,CA,44.76,-78.79,44.298970000000004,-78.55989,Ontario,None
Hunucma,Sisal,MX,25.14,-92.0,21.166999999999998,-90.02532,Yucatan,None
,Yarmouth,CA,42.46,-67.43,43.83345,-66.11556999999999,Nova Scotia,None
Ware County,Waycross,US,31.18,-82.35,31.21368,-82.3557,Georgia,Georgia
,Hamilton,BM,32.29,-66.39,32.2949,-64.78303000000001,Hamilton city,None
Washington County,Enterprise,US,38.21,-113.78,37.57359,-113.71913,Utah,Utah
,Medicine Hat,CA,50.75,-111.01,50.050059999999995,-110.66833999999999,Alberta,None
St. Lawrence County,Canton,US,44.53,-75.29,44.595620000000004,-75.16909,New York,New York
,Pont Rouge,CA,50.5,-71.66,48.88332,-72.08247,Quebec,None
Hinds County,Edwards,US,32.35,-90.66,32.33015,-90.60565,Mississippi,Mississippi
,Saint George,BM,36.53,-67.82,32.38167,-64.67806,Saint George,None
Cheboygan County,Indian River,US,45.37,-84.5,45.41251,-84.61254,Michigan,Michigan
Solano County,Fairfield,US,38.25,-122.08,38.249359999999996,-122.03997,California,California
Saint Mary Parish,Charenton,US,30.04,-91.47,29.88159000000001,-91.52511,Louisiana,Louisiana
Clark County,Paradise,US,36.1,-115.16,36.09719000000001,-115.14666000000001,Nevada,Nevada
Saguenay/Lac-Saint-Jean,Jonquiere,CA,47.8,-71.18,48.41648,-71.24884,Quebec,None
McLean County,Garrison,US,47.71,-101.6,47.65222,-101.41572,North Dakota,North Dakota
Vermilion Parish,Gueydan,US,29.01,-92.55,30.026040000000002,-92.50846999999999,Louisiana,Louisiana
Lake County,Lakeview,US,42.23,-120.82,42.18877,-120.34579,Oregon,Oregon
Hemphill County,Canadian,US,35.74,-100.34,35.91282,-100.38208,Texas,Texas
Ascension,Guadalupe Victoria,MX,31.47,-107.84,31.533959999999997,-107.73835,Chihuahua,None
Cibola County,Grants,US,35.43,-107.68,35.147259999999996,-107.85145,New Mexico,New Mexico
,Black Point,BS,24.08,-76.08,24.1,-76.38333,Black Point,None
Fulton County,Delta,US,41.62,-84.06,41.57366,-84.00522,Ohio,Ohio
Clay County,Harvard,US,40.69,-98.22,40.6189,-98.09727,Nebraska,Nebraska
Lander County,Battle Mountain,US,40.7,-116.55,40.64213,-116.93427,Nevada,Nevada
,Thessalon,CA,47.36,-83.58,46.25006,-83.5666,Ontario,None
Hunterdon County,Flemington,US,40.5,-74.94,40.51233,-74.85933,New Jersey,New Jersey
Pennington County,Thief River Falls,US,47.93,-95.97,48.11914,-96.18115,Minnesota,Minnesota
Rainy River District,Atikokan,CA,50.24,-90.43,48.75667,-91.62409,Ontario,None
Merced County,South Dos Palos,US,36.69,-120.72,36.96439,-120.65324,California,California
,Mulege,MX,27.0,-111.79,26.891409999999997,-111.9826,Baja California Sur,None
Schuyler County,Rushville,US,40.03,-90.58,40.121159999999996,-90.56318,Illinois,Illinois
Roosevelt County,Portales,US,33.74,-103.73,34.18619,-103.3344,New Mexico,New Mexico
Lauderdale County,Ripley,US,35.7,-89.63,35.74536,-89.5298,Tennessee,Tennessee
Jefferson County,White Hall,US,34.36,-92.0,34.273990000000005,-92.09098,Arkansas,Arkansas
Rosebud County,Colstrip,US,46.03,-106.28,45.884159999999994,-106.62364,Montana,Montana
Ensenada,Luis Rodriguez (El Vergel),MX,26.78,-119.93,30.407220000000002,-115.88722,Baja California,None
,Cooper's Town,BS,28.4,-77.41,26.86667000000001,-77.51666999999998,North Abaco,None
,Oak Bay,CA,48.27,-123.23,48.44964,-123.3026,British Columbia,None
Reynolds County,Centerville,US,37.7,-90.94,37.43505,-90.95846,Missouri,Missouri
,La Providencia,MX,28.61,-111.57,28.72268,-111.58686999999999,Sonora,None
,Marathon,CA,48.67,-85.88,48.7501,-86.43321999999998,Ontario,None
Lincoln County,Pioche,US,37.94,-114.17,37.92969,-114.45221000000001,Nevada,Nevada
Harding County,Mosquero,US,36.16,-104.14,35.77698,-103.95664000000001,New Mexico,New Mexico
Abitibi-Temiscamingue,Rouyn-Noranda,CA,48.28,-78.8,48.23656,-79.02311,Quebec,None
Outaouais,Wakefield,CA,45.97,-75.81,45.6668,-75.83265,Quebec,None
Pima County,Sells,US,32.16,-111.85,31.912020000000002,-111.88123,Arizona,Arizona
Rosario,Rosario,MX,27.73,-109.5,27.841109999999997,-109.36806000000001,Sonora,None
Gallatin County,West Yellowstone,US,44.65,-110.32,44.66215,-111.10411,Montana,Montana
Elmore County,Glenns Ferry,US,42.62,-115.22,42.9549,-115.3009,Idaho,Idaho
Grand County,Kremmling,US,40.13,-106.66,40.05887,-106.38892,Colorado,Colorado
Union County,Cobden,US,37.51,-89.19,37.53144,-89.25341999999998,Illinois,Illinois
Nantucket County,Nantucket,US,39.77,-68.03,41.28346,-70.09946,Massachusetts,Massachusetts
Nantucket County,Nantucket,US,40.37,-68.14,41.28346,-70.09946,Massachusetts,Massachusetts
,Moose Jaw,CA,49.77,-105.16,50.40005,-105.53445,Saskatchewan,None
Larimer County,Wellington,US,40.66,-105.01,40.70387,-105.00858999999998,Colorado,Colorado
Champaign County,Saint Joseph,US,40.13,-88.05,40.1117,-88.0417,Illinois,Illinois
Oldham County,Vega,US,35.33,-102.9,35.24283,-102.42826,Texas,Texas
,Ear Falls,CA,50.7,-93.17,50.63955,-93.23526,Ontario,None
San Juan County,Blanding,US,37.72,-109.36,37.624159999999996,-109.47818000000001,Utah,Utah
Delaware County,Jay,US,36.48,-94.71,36.42119,-94.7969,Oklahoma,Oklahoma
Greene County,Paragould,US,36.06,-90.64,36.0584,-90.49733,Arkansas,Arkansas
Jefferson County,Warm Springs,US,44.83,-121.49,44.76345,-121.26616000000001,Oregon,Oregon
Esmeralda County,Goldfield,US,37.63,-117.77,37.70854,-117.23563,Nevada,Nevada
Teton County,Jackson,US,43.57,-110.59,43.479929999999996,-110.76243000000001,Wyoming,Wyoming
Chelan County,Leavenworth,US,48.14,-120.95,47.59623,-120.66148000000001,Washington,Washington
Abitibi-Temiscamingue,Ville-Marie,CA,47.24,-79.61,47.33345,-79.43297,Quebec,None
Klamath County,Altamont,US,42.53,-121.44,42.20681,-121.73722,Oregon,Oregon
Santa Barbara County,Lompoc,US,28.02,-123.57,34.63915,-120.45794,California,California
Cameron County,Rio Hondo,US,26.31,-97.6,26.23535,-97.58193,Texas,Texas
Mulege,Bahia Asuncion,MX,26.98,-117.35,27.14231,-114.29581999999999,Baja California Sur,None
,Yarmouth,CA,40.35,-66.56,43.83345,-66.11556999999999,Nova Scotia,None
,Thessalon,CA,45.74,-83.19,46.25006,-83.5666,Ontario,None
Collier County,Marco,US,25.71,-81.47,25.9726,-81.72898,Florida,Florida
Carter County,Ekalaka,US,46.21,-104.95,45.88889,-104.55273000000001,Montana,Montana
Saguenay/Lac-Saint-Jean,Metabetchouan-Lac-a-la-Croix,CA,48.34,-72.01,48.41,-71.78,Quebec,None
Mason County,Ludington,US,43.91,-87.02,43.95528,-86.45258000000004,Michigan,Michigan
,Hamilton,BM,34.56,-67.82,32.2949,-64.78303000000001,Hamilton city,None
Loreto,Loreto,MX,25.51,-110.46,26.01217,-111.34888000000001,Baja California Sur,None
,Greenstone,CA,48.94,-88.06,49.73343,-87.16668,Ontario,None
Sandoval County,Jemez Pueblo,US,35.87,-106.91,35.61392,-106.72587,New Mexico,New Mexico
Ziebach County,Dupree,US,45.5,-101.76,45.04748,-101.60099,South Dakota,South Dakota
Cumberland County,Crossville,US,36.07,-85.01,35.94896,-85.0269,Tennessee,Tennessee
Mulege,Bahia Asuncion,MX,24.03,-122.97,27.14231,-114.29581999999999,Baja California Sur,None
,Cockburn Town,BS,29.32,-71.01,24.05179,-74.53138,San Salvador,None
,Hamilton,BM,31.08,-70.27,32.2949,-64.78303000000001,Hamilton city,None
Crockett County,Ozona,US,30.98,-101.12,30.71017,-101.20067,Texas,Texas
,Marsh Harbour,BS,28.25,-74.78,26.541240000000002,-77.0636,Central Abaco,None
Bryan County,Durant,US,33.96,-96.17,33.993990000000004,-96.37082,Oklahoma,Oklahoma
Dale County,Midland City,US,31.24,-85.53,31.319059999999997,-85.49382,Alabama,Alabama
Ensenada,Luis Rodriguez (El Vergel),MX,29.84,-117.17,30.407220000000002,-115.88722,Baja California,None
Baraga County,L'Anse,US,46.56,-88.29,46.7566,-88.45291,Michigan,Michigan
Nye County,Tonopah,US,38.71,-116.87,38.06716,-117.23008,Nevada,Nevada
Mercer County,Beulah,US,47.06,-102.06,47.26334,-101.77795,North Dakota,North Dakota
Abitibi-Temiscamingue,Rouyn-Noranda,CA,48.03,-78.94,48.23656,-79.02311,Quebec,None
Monroe County,Key West,US,24.66,-83.02,24.5557,-81.78259,Florida,Florida
Gogebic County,Wakefield,US,46.52,-89.72,46.475229999999996,-89.93989,Michigan,Michigan
Bremer County,Sumner,US,42.8,-92.15,42.84748,-92.09156,Iowa,Iowa
Teller County,Cripple Creek,US,38.75,-105.17,38.74666,-105.17831000000001,Colorado,Colorado
Capitale-Nationale,Donnacona,CA,46.55,-71.71,46.68042,-71.7239,Quebec,None
Butte County,Arco,US,43.82,-113.3,43.63657,-113.30028,Idaho,Idaho
Lorain County,Vermilion-on-the-Lake,US,41.78,-82.32,41.42838,-82.32377,Ohio,Ohio
Garvin County,Stratford,US,34.98,-97.05,34.79675,-96.95945999999999,Oklahoma,Oklahoma
Reynosa,Vamos Tamaulipas,MX,25.56,-98.44,25.98667,-98.22166999999999,Tamaulipas,None
Monterey County,Carmel-by-the-Sea,US,35.33,-122.98,36.55524000000001,-121.92329,California,California
Culberson County,Van Horn,US,31.01,-104.88,31.040290000000002,-104.83073,Texas,Texas
,Kapuskasing,CA,50.48,-81.25,49.416940000000004,-82.43308,Ontario,None
Lamar County,Paris,US,33.71,-95.74,33.660940000000004,-95.55551,Texas,Texas
,Nieves,MX,24.32,-102.64,23.99609,-103.02013000000001,Zacatecas,None
Gulf County,Port Saint Joe,US,28.89,-85.83,29.81188,-85.30297,Florida,Florida
Mulege,Bahia Asuncion,MX,24.81,-120.98,27.14231,-114.29581999999999,Baja California Sur,None
Gulf County,Port Saint Joe,US,28.0,-85.66,29.81188,-85.30297,Florida,Florida
Knox County,Saint George,US,42.72,-68.93,44.01647,-69.19893,Maine,Maine
Door County,Sturgeon Bay,US,44.74,-86.94,44.83416,-87.37704000000002,Wisconsin,Wisconsin
Brazoria County,Freeport,US,27.31,-94.18,28.954140000000002,-95.35965999999999,Texas,Texas
Caborca,El Diamante (La Retranca),MX,31.06,-112.42,30.84556,-112.63972,Sonora,None
Saint Louis County,Chisholm,US,47.9,-93.06,47.4891,-92.8838,Minnesota,Minnesota
Lafayette County,Lewisville,US,33.31,-93.59,33.35846,-93.57768,Arkansas,Arkansas
Harding County,Mosquero,US,35.98,-104.2,35.77698,-103.95664000000001,New Mexico,New Mexico
Yuma County,Wray,US,40.27,-102.31,40.07582,-102.22325,Colorado,Colorado
Dukes County,West Tisbury,US,40.41,-70.94,41.38122,-70.67447,Massachusetts,Massachusetts
,Tobermory,CA,45.65,-81.06,45.25007,-81.66646999999998,Ontario,None
Cameron County,South Padre Island,US,24.97,-94.27,26.10369,-97.16469000000001,Texas,Texas
Grundy County,Gardner,US,41.07,-88.31,41.18559000000001,-88.30978,Illinois,Illinois
Apache County,Many Farms,US,36.46,-109.94,36.352779999999996,-109.61788999999999,Arizona,Arizona
,Agassiz,CA,48.88,-121.62,49.23298,-121.76926,British Columbia,None
Carteret County,Harkers Island,US,31.96,-75.7,34.695159999999994,-76.55937,North Carolina,North Carolina
San Bernardino County,Fort Irwin,US,35.68,-116.72,35.26275,-116.68475,California,California
Owyhee County,Murphy,US,42.24,-117.19,43.21822,-116.55233999999999,Idaho,Idaho
Armstrong County,Claude,US,35.06,-101.16,35.11172,-101.36322,Texas,Texas
,San Fernando,MX,25.18,-98.21,24.84749,-98.14828,Tamaulipas,None
Mulege,Bahia Asuncion,MX,25.15,-122.25,27.14231,-114.29581999999999,Baja California Sur,None
Alachua County,High Springs,US,29.97,-82.67,29.826909999999998,-82.59678000000002,Florida,Florida
Bradford County,Starke,US,29.86,-82.1,29.944129999999998,-82.10983,Florida,Florida
Jefferson County,Whitehall,US,45.67,-112.0,45.87076,-112.09749,Montana,Montana
Kit Carson County,Burlington,US,39.46,-102.01,39.30611,-102.26935999999999,Colorado,Colorado
Monroe County,Key West,US,25.23,-83.5,24.5557,-81.78259,Florida,Florida
Deuel County,Chappell,US,40.94,-102.55,41.09277,-102.47074,Nebraska,Nebraska
Dare County,Buxton,US,34.34,-73.13,35.26768,-75.54236999999998,North Carolina,North Carolina
Tyrrell County,Columbia,US,35.77,-76.29,35.91766,-76.25215,North Carolina,North Carolina
Cape Girardeau County,Jackson,US,37.39,-89.77,37.38227,-89.66620999999998,Missouri,Missouri
Walworth County,Lake Geneva,US,42.56,-88.46,42.59168,-88.43343,Wisconsin,Wisconsin
Orange County,San Clemente,US,33.13,-117.78,33.426970000000004,-117.61198999999999,California,California
,San Andros,BS,25.27,-78.55,25.066670000000002,-78.05,North Andros,None
Dickenson County,Clintwood,US,37.11,-82.37,37.15011,-82.45598000000003,Virginia,Virginia
Talbot County,Talbotton,US,32.71,-84.48,32.677640000000004,-84.53936999999998,Georgia,Georgia
