Lat,Long,State
-23.46,115.5,Western Australia
-15.43,145.37,None
-17.78,119.62,None
-9.44,113.8,None
-14.18,117.29,None
-34.07,118.22,Western Australia
-31.71,135.99,South Australia
-31.9,127.76,Western Australia
-40.63,133.55,None
-32.13,146.96,New South Wales
-17.12,137.62,Northern Territory
-24.69,126.15,Western Australia
-37.16,117.02,None
-35.89,114.54,None
-10.16,135.42,None
-30.1,131.49,South Australia
-40.53,147.98,None
-32.72,128.8,None
-10.29,134.39,None
-13.02,134.85,Northern Territory
-38.09,133.12,None
-35.73,117.59,None
-32.0,118.12,Western Australia
-28.31,144.73,Queensland
-11.99,132.11,None
-25.94,122.17,Western Australia
-30.36,137.78,South Australia
-34.88,150.42,New South Wales
-23.05,148.23,Queensland
-15.32,116.92,None
-14.49,118.72,None
-19.12,132.34,Northern Territory
-32.04,138.75,South Australia
-27.41,151.3,Queensland
-15.32,125.25,Western Australia
-26.95,151.92,Queensland
-37.74,133.49,None
-26.91,124.21,Western Australia
-11.12,126.34,None
-26.61,141.56,Queensland
-30.36,144.01,New South Wales
-30.85,139.12,South Australia
-38.02,137.61,None
-31.31,129.51,South Australia
-32.61,134.93,South Australia
-35.11,143.0,Victoria
-26.66,118.26,Western Australia
-33.75,148.76,New South Wales
-24.17,143.9,Queensland
-33.96,152.72,None
-11.11,121.64,None
-25.23,132.23,Northern Territory
-26.56,144.9,Queensland
-38.91,132.58,None
-24.44,151.83,Queensland
-27.15,125.97,Western Australia
-28.43,148.29,Queensland
-36.57,125.28,None
-14.33,130.46,Northern Territory
-35.65,137.98,South Australia
-24.27,125.74,Western Australia
-21.13,116.36,Western Australia
-28.68,125.1,Western Australia
-25.8,122.74,Western Australia
-11.19,153.18,None
-27.94,128.36,Western Australia
-35.99,147.01,New South Wales
-10.87,149.04,None
-22.96,130.34,Northern Territory
-9.51,147.51,None
-34.57,135.75,South Australia
-34.35,129.45,None
-20.17,150.41,None
-13.81,135.8,Northern Territory
-42.74,117.62,None
-27.36,117.84,Western Australia
-37.52,136.66,None
-15.4,115.67,None
-21.01,121.55,Western Australia
-42.45,133.68,None
-32.95,148.39,New South Wales
-38.49,146.25,Victoria
-11.38,131.4,Northern Territory
-10.47,152.93,None
-38.53,124.14,None
-16.29,117.33,None
-13.34,117.0,None
-17.34,136.35,Northern Territory
-22.51,153.65,None
-19.44,114.66,None
-16.47,122.18,None
-15.39,147.27,None
-28.24,144.44,Queensland
-32.43,126.22,None
-33.19,139.61,South Australia
-22.85,139.98,Queensland
